ID	Prod1	Prod2	Prod3	Prod4	Prod5	Prod6	Prod7	Prod8	Prod9	Prod10
5011	75	89	34	28	12	85	20	1	1	4
5012	75	70	33	29	12	88	18	3	0	17
5013	74	68	37	27	3	84	18	4	0	14
5014	74	59	36	28	20	89	13	2	1	12
5015	21	57	32	28	10	39	63	18	3	60
5016	75	83	35	27	19	86	11	5	2	6
5017	72	56	34	27	14	85	13	5	0	15
5018	71	100	32	27	10	89	11	4	0	3
5019	72	89	32	30	13	90	19	2	0	17
5020	71	92	36	27	12	85	19	5	0	20
5021	72	53	33	28	20	88	17	2	0	11
5022	1	93	35	29	17	3	4	46	60	26
5023	74	76	37	29	3	86	14	4	2	20
5024	73	69	36	26	18	83	15	2	1	15
5025	73	54	35	27	10	88	14	4	1	10
5026	21	52	33	29	4	39	54	7	1	51
5027	71	95	33	29	9	85	15	2	2	8
5028	21	55	34	27	18	31	59	12	8	59
5029	23	90	31	29	19	31	51	10	7	52
5030	71	78	37	28	4	86	13	2	0	5
5031	21	89	35	28	7	37	56	9	2	48
5032	72	52	31	26	6	87	19	5	2	3
5033	72	89	36	30	16	86	20	5	1	20
5034	75	95	33	26	12	87	11	5	0	15
5035	22	72	34	30	5	34	56	19	2	56
5036	75	76	35	26	18	87	11	1	2	12
5037	0	69	36	28	19	5	5	50	32	14
5038	21	80	36	29	5	38	54	7	7	48
5039	71	60	33	27	11	85	11	4	1	20
5040	0	51	37	26	20	3	4	49	45	19
5041	1	77	35	29	6	2	7	24	56	19
5042	22	99	37	27	14	37	56	15	9	53
5043	71	87	31	28	20	82	12	3	0	17
5044	73	57	33	26	7	89	16	5	2	14
5045	21	89	32	29	2	33	61	10	10	47
5046	22	66	37	28	16	38	62	13	1	60
5047	72	99	36	27	14	86	19	2	1	18
5048	1	74	37	29	8	0	13	32	40	3
5049	72	90	36	27	13	90	15	3	2	17
5050	0	88	31	29	3	1	15	47	54	3
5051	73	88	33	28	16	88	17	3	1	8
5052	75	75	31	27	10	82	17	4	1	20
5053	22	57	36	30	4	32	61	16	7	51
5054	74	79	35	28	19	86	15	3	0	8
5055	72	89	32	27	2	83	12	1	1	2
5056	74	82	33	29	20	89	20	5	0	2
5057	21	63	31	26	10	34	51	13	1	52
5058	74	87	35	27	12	84	18	3	0	1
5059	23	90	31	30	7	39	64	11	4	50
5060	23	97	34	29	7	32	54	13	9	54
5061	75	87	35	29	2	83	15	4	1	13
5062	21	68	31	28	19	38	62	7	4	54
5063	1	62	37	27	8	5	11	37	49	13
5064	71	93	36	27	13	81	17	2	1	16
5065	23	97	37	27	9	31	54	14	3	55
5066	73	64	33	30	9	81	17	4	2	17
5067	75	72	33	29	3	86	11	2	2	11
5068	74	58	33	28	2	82	16	4	0	4
5069	23	68	35	30	3	33	54	19	3	54
5070	73	75	36	26	1	86	20	2	2	10
5071	23	78	34	29	20	33	62	15	4	46
5072	72	97	32	27	6	88	14	5	1	16
5073	72	69	31	26	5	87	19	2	2	19
5074	74	62	35	28	18	81	12	4	1	6
5075	75	80	36	29	2	83	17	1	0	4
5076	22	78	32	29	12	37	64	13	10	47
5077	73	53	33	28	1	83	16	4	1	16
5078	75	65	32	26	1	90	19	3	1	14
5079	23	91	32	27	4	32	51	16	8	56
5080	72	84	32	29	13	88	13	4	0	7
5081	75	88	37	26	3	82	14	2	1	19
5082	23	59	31	26	14	32	52	13	6	59
5083	71	86	35	27	8	82	12	2	1	1
5084	71	94	34	28	9	83	19	5	2	5
5085	22	64	32	26	2	40	61	9	4	55
5086	21	56	34	28	2	39	62	9	9	49
5087	72	52	36	28	20	90	17	3	0	10
5088	71	98	35	27	1	87	13	1	2	13
5089	75	99	36	26	11	89	11	2	0	3
5090	23	60	31	30	20	33	62	18	4	57
5091	1	100	35	29	7	4	11	35	48	14
5092	2	57	31	27	3	3	9	30	33	30
5093	22	54	33	30	1	39	63	9	10	56
5094	72	76	31	30	3	88	14	5	2	10
5095	73	54	35	27	6	81	20	5	0	2
5096	71	60	34	28	6	84	19	3	1	4
5097	73	65	34	30	17	87	19	1	1	15
5098	23	73	35	26	8	40	55	20	10	49
5099	75	56	32	27	3	83	15	4	0	7
5100	22	78	35	27	13	36	58	20	5	48
5101	23	73	36	30	12	35	56	7	7	46
5102	71	69	36	29	18	88	20	3	2	5
5103	74	100	32	30	14	88	14	3	1	15
5104	21	71	35	26	14	31	56	16	6	60
5105	73	82	35	28	20	86	18	3	0	11
5106	71	85	33	30	2	84	11	2	2	14
5107	21	79	36	30	18	34	63	12	2	54
5108	74	86	37	27	7	84	17	2	2	9
5109	74	93	36	27	12	90	17	2	2	3
5110	21	84	33	27	4	40	58	9	8	54
5111	73	56	34	28	13	88	16	2	2	6
5112	1	66	34	29	2	0	5	25	47	2
5113	71	88	35	27	10	83	15	4	2	16
5114	73	56	37	28	8	81	18	4	0	5
5115	71	57	33	29	20	90	16	5	0	9
5116	21	89	37	28	10	31	65	19	8	50
5117	22	89	37	30	14	36	55	18	1	59
5118	22	95	32	29	12	31	64	8	5	55
5119	22	92	34	28	5	38	56	11	10	47
5120	1	73	34	29	20	4	14	21	52	3
5121	71	83	31	27	5	88	20	5	0	9
5122	21	95	34	29	5	32	56	15	6	57
5123	75	89	36	30	4	90	14	1	0	1
5124	1	53	32	30	3	4	9	37	45	24
5125	71	52	34	27	17	84	17	5	0	9
5126	2	82	36	27	6	4	1	42	37	24
5127	71	91	31	26	10	89	17	1	0	20
5128	74	88	31	28	9	81	14	3	0	17
5129	72	72	36	26	2	88	14	3	0	19
5130	71	78	35	28	17	88	11	4	0	10
5131	72	88	37	29	10	82	16	4	1	9
5132	21	98	35	27	15	39	52	15	9	55
5133	22	63	34	29	17	36	55	20	1	46
5134	21	75	37	30	18	33	60	6	6	55
5135	73	62	32	30	13	82	14	5	0	19
5136	71	52	34	28	19	88	18	5	1	11
5137	73	56	34	29	12	90	20	1	1	6
5138	71	80	31	29	2	89	16	4	2	5
5139	0	67	36	30	12	5	4	24	38	28
5140	21	71	32	27	18	37	57	20	9	57
5141	71	68	37	30	5	81	14	3	0	13
5142	23	96	34	30	15	36	61	6	2	59
5143	21	84	37	28	4	33	54	7	7	50
5144	22	81	32	28	17	38	57	9	1	50
5145	1	90	33	28	13	0	8	21	59	9
5146	75	66	32	26	17	85	17	4	0	9
5147	72	54	35	26	7	85	20	5	1	18
5148	73	66	34	29	15	82	19	2	2	2
5149	21	98	35	30	12	38	58	17	9	53
5150	73	94	31	30	10	88	12	2	1	13
5151	21	66	35	29	19	40	54	13	9	53
5152	21	98	36	29	3	35	61	6	9	57
5153	72	94	31	27	7	84	11	3	1	12
5154	71	79	32	28	18	90	14	5	1	10
5155	74	78	34	30	4	86	11	4	2	5
5156	73	78	35	27	5	88	12	5	2	15
5157	23	72	32	28	20	37	63	13	7	47
5158	71	53	36	27	10	81	12	5	1	14
5159	75	87	37	29	12	86	12	4	2	12
5160	72	89	33	30	5	84	17	1	2	20
5161	72	74	32	28	18	87	16	4	1	6
5162	23	55	31	28	3	35	58	8	2	52
5163	2	60	33	28	7	2	2	27	54	9
5164	72	52	33	26	6	85	11	1	1	14
5165	23	63	34	29	14	33	54	14	7	53
5166	21	57	31	27	11	39	60	17	7	54
5167	2	63	32	29	6	4	6	23	50	10
5168	1	69	34	27	5	4	9	21	39	9
5169	74	63	35	26	5	82	14	2	1	7
5170	73	59	36	29	12	90	17	1	0	13
5171	21	60	36	28	2	35	58	6	6	57
5172	23	54	32	27	16	31	53	20	9	60
5173	0	60	37	30	2	1	14	24	42	28
5174	0	78	35	29	9	5	1	30	52	3
5175	1	57	37	30	8	1	3	46	35	19
5176	71	87	34	26	18	89	18	1	1	17
5177	72	98	35	26	10	87	14	4	1	20
5178	71	86	33	30	7	89	16	5	1	17
5179	73	80	36	28	1	90	14	1	1	10
5180	75	73	34	26	4	89	19	1	1	8
5181	22	74	34	26	20	37	53	16	3	59
5182	73	52	33	30	1	83	17	2	0	2
5183	1	77	33	30	14	4	9	50	47	3
5184	1	64	32	29	2	4	10	43	60	20
5185	73	98	33	26	9	86	19	5	0	18
5186	73	74	32	27	18	87	18	2	0	16
5187	73	67	37	27	17	90	20	1	1	14
5188	73	94	34	26	11	90	11	5	2	4
5189	72	52	34	28	15	82	20	4	1	7
5190	75	76	33	26	17	90	11	2	2	10
5191	73	84	37	27	8	86	13	4	0	11
5192	71	77	34	27	9	90	13	4	1	14
5193	75	88	31	28	20	88	19	3	1	10
5194	73	80	31	27	14	87	18	4	2	12
5195	74	78	33	29	16	89	18	2	2	11
5196	72	60	35	26	17	82	14	1	1	5
5197	21	90	37	30	8	40	56	8	3	55
5198	74	100	32	28	20	86	15	5	0	6
5199	74	62	32	27	4	81	19	5	2	14
5200	21	81	32	26	16	32	54	13	2	59
5201	22	82	33	27	20	32	65	14	8	51
5202	23	79	37	29	9	31	53	9	2	56
5203	23	61	31	27	11	32	53	11	2	54
5204	71	79	34	26	5	84	13	1	2	20
5205	74	91	35	26	13	83	11	3	1	13
5206	21	96	35	28	6	33	54	20	1	52
5207	74	88	32	29	7	88	20	3	0	9
5208	74	92	32	26	3	83	12	5	2	17
5209	23	52	33	27	1	38	51	8	3	49
5210	74	92	32	30	16	90	13	1	2	19
5211	23	97	31	27	5	33	54	6	2	58
5212	74	73	31	28	20	81	20	1	2	10
5213	71	97	35	28	7	86	15	4	2	9
5214	73	70	37	29	6	90	13	2	0	17
5215	71	99	33	27	12	83	17	1	1	12
5216	2	96	31	30	19	1	12	30	43	17
5217	22	71	36	29	11	32	62	13	2	51
5218	23	79	33	29	4	32	55	17	5	49
5219	75	71	35	29	12	82	16	2	0	18
5220	75	75	32	29	4	82	15	3	0	14
5221	23	60	36	27	1	35	58	20	10	59
5222	72	52	35	29	17	83	16	1	2	9
5223	75	95	32	26	9	84	13	2	0	10
5224	72	53	32	28	4	90	17	2	1	15
5225	21	75	31	26	5	33	51	9	3	47
5226	75	75	34	26	4	88	12	5	1	11
5227	73	64	32	28	13	86	18	1	1	8
5228	22	90	31	29	5	31	58	13	6	48
5229	75	58	31	27	1	88	15	5	2	16
5230	74	84	35	30	12	86	18	3	0	11
5231	75	62	36	26	18	87	11	2	2	2
5232	21	82	33	28	16	35	58	10	4	47
5233	73	63	37	26	17	82	16	5	0	8
5234	0	58	36	26	17	1	10	45	54	2
5235	21	99	37	29	16	38	64	11	1	47
5236	71	69	32	26	18	82	20	5	0	15
5237	73	64	33	26	1	81	19	4	2	13
5238	71	69	34	29	2	84	18	2	0	16
5239	23	85	37	28	13	37	55	13	5	51
5240	73	68	33	28	2	83	20	2	2	18
5241	73	52	31	29	20	81	14	2	1	9
5242	72	70	36	29	17	87	17	4	2	12
5243	75	85	35	29	8	86	12	5	2	12
5244	71	85	34	29	2	81	13	4	1	16
5245	22	70	35	27	19	39	53	9	3	50
5246	22	97	34	27	11	39	51	7	7	59
5247	21	99	33	28	14	36	62	15	4	58
5248	0	60	37	26	9	4	6	23	49	18
5249	75	53	37	30	7	84	15	5	1	4
5250	0	57	33	27	4	3	9	50	41	27
5251	71	63	31	30	19	86	18	4	1	15
5252	75	83	32	29	5	85	13	5	0	11
5253	71	74	33	29	13	87	16	5	2	1
5254	21	85	37	28	1	36	52	18	8	57
5255	1	60	36	29	20	0	5	45	41	8
5256	72	93	32	26	16	83	15	5	1	14
5257	73	65	33	29	7	88	12	2	0	8
5258	71	73	33	28	9	83	16	5	1	14
5259	74	54	33	29	12	84	20	4	1	8
5260	71	66	34	28	17	89	17	4	1	12
5261	72	66	36	26	8	87	15	4	1	2
5262	22	73	37	28	4	31	64	18	7	47
5263	71	69	31	28	1	86	19	4	0	2
5264	73	70	36	30	10	86	15	5	0	7
5265	75	95	32	30	8	84	13	3	1	18
5266	72	57	37	30	14	89	19	3	0	9
5267	73	88	34	26	8	85	11	3	1	20
5268	74	70	36	27	18	90	11	5	0	8
5269	72	65	32	27	17	82	18	4	0	6
5270	0	83	37	29	7	1	13	44	59	20
5271	71	80	34	30	3	89	16	4	0	20
5272	22	91	36	30	18	33	63	19	8	49
5273	0	84	34	27	17	1	2	45	36	10
5274	21	96	32	30	14	31	51	6	10	59
5275	21	76	33	30	1	40	55	11	1	48
5276	72	67	32	27	17	87	19	3	1	1
5277	71	82	35	29	6	90	16	5	2	5
5278	75	61	32	27	13	82	17	3	2	18
5279	74	98	36	29	11	88	12	1	2	18
5280	75	66	35	28	17	89	20	5	2	11
5281	73	100	34	29	6	84	20	3	0	16
5282	21	83	34	29	2	31	59	19	5	49
5283	75	62	36	30	3	86	17	3	1	19
5284	21	87	32	28	19	37	58	19	2	54
5285	23	69	31	27	18	33	64	11	9	55
5286	71	66	34	29	9	88	16	5	2	9
5287	73	84	34	29	9	88	20	5	2	9
5288	71	53	37	30	11	84	17	5	2	20
5289	22	89	34	29	8	38	58	15	8	58
5290	73	55	36	26	17	88	15	2	1	14
5291	2	85	37	29	10	1	6	25	33	15
5292	71	90	33	28	5	83	19	2	2	9
5293	75	53	33	28	5	83	19	2	2	6
5294	74	87	35	28	12	84	20	3	1	16
5295	2	78	33	28	10	4	8	31	60	12
5296	21	75	35	27	18	35	60	6	7	50
5297	74	64	34	29	17	87	16	2	2	14
5298	75	69	33	28	15	88	13	1	0	3
5299	22	78	32	28	5	37	57	13	2	57
5300	0	78	36	27	19	1	15	29	50	27
5301	75	88	33	29	12	86	17	1	0	10
5302	75	63	34	27	14	89	18	3	1	9
5303	75	53	33	26	18	84	17	4	1	16
5304	72	63	33	28	12	81	13	4	0	15
5305	71	74	37	27	3	90	14	2	0	20
5306	74	95	35	28	19	81	19	2	1	19
5307	75	99	35	30	19	89	16	2	2	10
5308	72	73	35	30	15	83	17	5	1	8
5309	74	57	37	26	19	83	19	2	2	2
5310	75	64	31	26	19	87	18	4	0	18
5311	72	74	33	28	11	88	12	3	1	19
5312	74	99	37	28	1	89	19	5	1	15
5313	23	92	33	30	9	37	56	17	6	52
5314	75	94	34	27	8	81	15	5	2	16
5315	22	99	31	28	18	31	62	8	3	58
5316	75	77	33	28	1	86	18	2	2	17
5317	73	51	32	28	11	86	17	4	2	13
5318	21	58	33	28	12	35	58	20	1	49
5319	21	79	34	30	1	39	63	14	5	55
5320	75	67	32	26	6	87	12	1	2	9
5321	72	62	35	26	13	83	20	2	2	9
5322	74	83	34	26	14	82	18	1	1	6
5323	22	74	35	27	19	38	59	17	9	47
5324	21	69	35	30	17	35	65	14	8	55
5325	73	89	34	29	16	85	11	4	1	9
5326	71	99	31	27	6	86	19	4	2	18
5327	22	65	37	28	10	31	51	20	10	46
5328	0	64	32	28	17	1	11	31	52	19
5329	74	53	34	27	3	89	14	2	2	3
5330	23	76	33	27	7	36	59	19	9	46
5331	73	88	33	28	20	89	18	1	1	3
5332	21	72	36	27	1	35	51	8	3	57
5333	23	89	35	26	15	36	58	9	7	53
5334	71	56	37	29	9	90	15	3	2	15
5335	71	93	32	27	1	86	18	4	1	8
5336	23	53	34	28	12	40	51	13	1	55
5337	74	79	36	27	16	90	16	2	2	11
5338	73	81	33	28	17	90	16	5	1	14
5339	22	80	34	27	12	35	57	6	7	46
5340	22	75	35	29	12	33	57	20	2	53
5341	75	79	35	29	8	90	11	2	1	8
5342	73	62	31	28	10	89	13	5	2	4
5343	71	96	37	29	1	81	12	4	1	16
5344	22	80	37	29	3	40	60	8	3	48
5345	0	62	31	29	10	2	11	22	60	22
5346	71	82	33	27	8	81	13	3	2	16
5347	0	58	32	29	13	1	3	32	52	12
5348	73	53	36	29	11	89	16	5	2	6
5349	71	61	33	29	7	87	11	2	0	6
5350	74	86	32	28	7	84	13	3	0	12
5351	75	93	37	29	18	84	14	1	2	7
5352	22	98	36	27	17	34	56	6	1	54
5353	74	84	35	29	11	81	15	2	0	13
5354	74	96	37	27	10	85	15	5	1	4
5355	71	62	36	28	15	82	16	3	1	3
5356	75	92	34	26	10	82	18	3	1	15
5357	72	61	31	30	8	81	13	5	2	17
5358	23	65	31	28	13	35	56	7	4	53
5359	74	84	34	28	9	86	13	5	1	12
5360	71	75	36	27	20	86	20	1	0	8
5361	23	82	36	27	13	37	58	10	4	59
5362	71	73	33	28	3	82	11	5	1	3
5363	22	96	34	30	15	31	59	15	8	52
5364	74	75	35	29	5	89	15	3	0	7
5365	75	86	33	28	14	81	11	2	0	16
5366	71	73	33	26	1	85	11	5	0	7
5367	23	79	31	28	18	34	58	12	5	51
5368	72	96	33	27	8	88	13	3	0	20
5369	73	90	36	27	17	88	20	2	1	13
5370	75	63	37	27	14	81	20	2	2	4
5371	21	65	31	26	16	37	54	18	9	58
5372	74	84	35	27	4	90	12	2	0	8
5373	73	72	36	29	18	83	13	3	0	14
5374	23	60	34	29	14	34	56	14	6	48
5375	71	89	32	28	16	84	14	5	1	2
5376	21	65	35	30	13	31	56	11	2	57
5377	72	64	34	30	2	89	15	2	1	9
5378	21	66	31	29	10	39	62	6	1	49
5379	74	71	34	26	9	89	14	3	0	14
5380	21	84	35	28	7	35	64	10	2	58
5381	23	64	33	26	2	39	64	11	1	48
5382	2	53	34	30	14	1	8	24	43	4
5383	72	58	35	26	5	82	14	2	1	18
5384	71	56	34	28	13	82	13	3	0	5
5385	21	72	32	30	14	40	58	12	6	47
5386	22	87	31	29	14	36	57	18	6	50
5387	71	56	36	27	5	89	17	3	1	15
5388	74	52	34	28	18	83	12	5	2	2
5389	2	52	35	28	17	3	3	42	46	12
5390	0	82	32	30	4	2	15	36	35	30
5391	75	81	34	26	9	84	17	3	1	10
5392	23	98	32	27	12	34	59	17	3	47
5393	2	56	34	26	17	0	3	46	39	17
5394	22	91	32	28	11	32	64	9	6	52
5395	71	56	37	27	5	81	19	5	2	10
5396	71	100	32	30	3	82	14	4	1	2
5397	73	75	32	28	4	88	16	1	2	1
5398	23	70	34	27	5	34	53	20	7	51
5399	74	100	33	29	6	82	13	5	0	13
5400	0	90	33	28	7	1	3	43	45	27
5401	71	98	36	28	16	83	11	2	0	19
5402	72	87	36	30	16	86	17	5	0	9
5403	23	78	37	27	7	33	62	8	3	48
5404	74	81	33	30	17	88	14	1	1	19
5405	21	54	31	29	14	36	52	17	4	51
5406	72	74	31	29	1	89	20	3	1	18
5407	72	72	32	27	20	89	18	5	1	5
5408	73	66	35	27	8	83	11	2	2	2
5409	22	57	31	28	7	31	54	16	5	60
5410	21	79	36	27	16	33	59	8	3	59
5411	2	72	35	29	16	4	11	40	34	27
5412	21	57	34	27	2	36	51	12	10	49
5413	21	55	32	29	9	37	54	14	4	55
5414	22	100	36	28	4	36	62	10	1	54
5415	75	74	32	30	11	86	17	4	1	18
5416	75	54	34	28	8	88	12	5	2	18
5417	22	94	37	28	16	38	59	17	9	47
5418	22	99	33	28	3	38	51	12	7	47
5419	71	53	33	28	18	83	11	2	0	16
5420	71	67	35	30	19	87	20	4	2	11
5421	71	94	31	30	19	83	14	3	2	15
5422	75	58	36	30	3	87	13	1	0	8
5423	75	82	31	26	15	83	13	4	0	6
5424	22	89	35	28	3	33	53	14	6	50
5425	71	63	34	27	3	86	18	3	0	5
5426	71	93	32	28	13	89	17	3	2	5
5427	23	82	33	29	13	40	57	11	6	56
5428	71	100	33	29	17	86	14	3	0	11
5429	73	74	31	26	4	86	13	1	0	12
5430	73	80	33	29	10	86	14	5	0	1
5431	72	98	33	29	8	82	12	4	1	7
5432	72	65	36	28	3	88	16	2	0	10
5433	21	82	34	29	2	34	57	7	10	51
5434	71	84	34	26	6	82	18	3	0	19
5435	22	77	32	30	10	35	55	7	10	48
5436	71	51	31	29	15	84	19	1	2	12
5437	71	64	35	29	8	89	20	1	2	16
5438	23	61	32	28	4	37	64	16	10	57
5439	21	100	35	26	12	39	58	6	8	54
5440	1	80	37	28	2	3	2	48	49	7
5441	72	71	31	28	8	89	14	4	0	8
5442	23	92	33	26	4	39	56	13	10	54
5443	71	81	35	28	14	90	13	2	0	1
5444	73	65	37	28	8	90	15	3	1	8
5445	71	66	37	28	17	83	17	1	1	2
5446	73	96	33	29	18	83	16	5	1	11
5447	73	86	37	26	12	81	14	2	1	9
5448	1	87	33	29	4	2	6	24	45	6
5449	73	72	35	30	13	89	11	5	0	18
5450	1	66	31	29	13	1	8	40	37	28
5451	23	51	35	29	4	33	54	14	8	51
5452	22	52	32	26	5	31	60	15	3	52
5453	72	99	36	29	6	83	12	1	0	16
5454	71	79	36	26	7	83	16	1	2	8
5455	71	79	33	28	15	83	19	3	0	5
5456	72	54	34	27	7	88	17	5	1	14
5457	73	64	34	30	1	88	20	2	0	4
5458	73	55	31	29	10	82	13	2	2	17
5459	72	80	37	28	17	86	15	5	2	7
5460	72	96	34	26	1	87	14	2	0	10
5461	0	58	32	27	2	1	8	26	34	17
5462	22	65	34	29	12	40	57	20	2	53
5463	75	85	34	28	1	82	12	2	0	3
5464	22	68	32	30	13	33	63	12	4	50
5465	72	64	31	28	14	85	11	2	1	8
5466	71	70	36	26	4	88	20	3	0	7
5467	72	51	36	29	8	83	14	5	0	6
5468	71	70	37	30	14	89	12	4	2	1
5469	74	68	32	26	1	89	20	1	2	9
5470	23	92	35	28	3	33	55	6	2	55
5471	75	68	31	28	16	86	18	1	0	1
5472	74	66	32	27	12	88	19	3	0	18
5473	73	85	36	30	5	84	16	4	0	2
5474	73	88	36	26	19	86	13	2	0	19
5475	22	63	31	29	7	35	59	20	10	47
5476	73	96	35	28	18	84	13	5	0	19
5477	22	60	31	27	19	33	65	7	3	48
5478	72	51	34	29	13	86	12	3	0	15
5479	71	60	31	30	4	89	13	3	0	5
5480	71	91	34	26	1	81	14	4	1	20
5481	72	83	32	29	1	90	20	5	2	15
5482	73	55	32	28	5	83	12	2	1	8
5483	72	91	34	29	3	86	15	5	2	1
5484	74	80	34	30	6	87	15	5	1	11
5485	71	69	34	30	20	89	18	5	1	4
5486	75	56	31	27	2	88	14	1	0	13
5487	71	51	31	30	1	82	15	3	0	6
5488	21	97	35	27	9	40	54	16	1	57
5489	75	51	36	26	19	90	11	1	2	18
5490	75	85	35	28	1	88	15	5	0	6
5491	75	71	35	26	6	87	20	5	2	18
5492	74	96	32	30	17	85	13	4	0	2
5493	21	96	37	26	20	38	58	13	4	57
5494	71	92	31	27	16	82	11	3	2	3
5495	22	84	32	27	5	32	63	16	3	57
5496	71	89	37	27	7	88	12	4	0	13
5497	73	52	35	26	3	88	18	5	2	18
5498	72	68	31	27	7	85	19	3	2	15
5499	75	59	31	30	15	82	17	4	2	9
5500	75	87	37	27	3	89	19	4	1	13
5501	71	63	35	30	4	90	14	4	2	3
5502	72	63	34	26	3	82	15	3	1	12
5503	23	96	32	26	9	37	51	7	6	54
5504	21	87	31	29	14	40	64	13	7	48
5505	71	96	35	29	3	82	19	1	1	15
5506	21	71	31	27	13	39	54	7	3	49
5507	74	82	32	28	11	90	11	5	1	9
5508	73	69	35	28	8	87	20	4	2	20
5509	23	83	35	29	1	31	60	7	9	50
5510	71	57	36	29	13	81	20	5	1	11
5511	72	90	34	30	2	81	20	4	2	2
5512	73	76	35	30	16	81	12	1	2	16
5513	75	82	32	26	6	82	13	4	1	6
5514	72	57	32	26	5	89	17	3	2	17
5515	0	94	37	26	16	2	14	41	47	29
5516	72	62	34	29	1	88	20	2	1	12
5517	75	87	32	29	19	81	18	5	0	12
5518	72	91	37	29	11	83	15	5	1	1
5519	74	99	37	26	5	89	16	3	2	19
5520	2	74	35	29	5	3	12	44	59	20
5521	22	59	33	30	14	37	61	17	5	56
5522	1	97	36	30	18	0	4	28	40	29
5523	22	51	33	28	15	36	63	9	6	48
5524	74	79	35	26	14	87	19	5	0	20
5525	72	58	35	26	10	82	19	4	2	16
5526	71	91	31	27	3	84	14	5	2	12
5527	23	94	37	27	10	34	53	10	5	53
5528	73	61	35	27	1	89	16	1	1	17
5529	22	83	34	26	5	38	58	6	8	50
5530	71	64	34	27	15	83	11	3	2	14
5531	73	67	35	26	15	87	19	1	1	9
5532	73	98	32	26	15	84	16	5	0	10
5533	22	73	37	27	6	32	62	14	5	56
5534	21	67	34	26	6	31	53	13	3	54
5535	74	94	34	29	16	87	16	3	2	6
5536	75	51	34	30	12	90	12	2	1	16
5537	71	52	34	28	3	89	16	5	0	3
5538	22	52	35	29	18	37	57	10	2	59
5539	23	61	37	29	9	35	65	8	6	56
5540	23	100	31	29	3	37	65	9	4	55
5541	23	53	31	28	9	31	57	7	5	59
5542	22	56	35	27	6	31	55	20	4	58
5543	73	72	36	27	17	85	18	4	2	10
5544	21	63	35	29	12	35	55	13	2	48
5545	0	77	36	29	9	4	7	33	51	1
5546	21	98	37	28	6	33	64	12	2	60
5547	23	76	35	26	8	40	59	12	1	56
5548	74	52	32	27	7	86	20	3	2	20
5549	23	75	32	26	5	39	62	20	8	58
5550	72	54	37	29	17	87	13	2	1	8
5551	23	82	33	28	7	31	52	17	1	47
5552	21	67	35	29	1	39	64	14	9	58
5553	72	60	37	26	7	86	18	5	2	17
5554	21	66	36	28	2	35	56	17	3	56
5555	73	72	32	27	5	86	13	2	1	1
5556	73	85	32	30	15	81	15	5	2	20
5557	22	66	33	26	6	37	53	17	1	46
5558	22	78	34	27	19	32	65	16	4	53
5559	74	63	31	28	18	87	20	3	0	6
5560	74	92	33	26	3	82	19	3	0	19
5561	2	54	32	26	19	3	3	25	54	8
5562	21	69	37	27	17	39	56	19	5	55
5563	74	90	37	30	13	89	13	1	2	15
5564	21	64	36	30	17	40	58	17	8	60
5565	71	74	33	29	3	89	17	1	0	14
5566	21	95	37	28	13	39	61	17	8	55
5567	22	55	35	27	19	40	59	11	4	57
5568	71	64	35	28	10	83	17	3	0	6
5569	71	81	35	26	19	90	15	1	1	11
5570	23	90	36	30	17	36	51	14	7	48
5571	73	61	35	26	9	82	17	4	0	16
5572	71	59	33	29	17	88	14	3	2	4
5573	71	62	34	30	16	86	17	5	0	7
5574	71	73	33	30	17	86	19	2	2	13
5575	72	99	34	30	15	82	11	5	1	6
5576	71	71	37	29	14	89	16	2	0	12
5577	22	89	35	27	18	38	57	20	10	59
5578	72	92	33	28	13	82	12	4	0	4
5579	71	99	33	30	2	82	12	4	2	7
5580	73	72	31	26	5	89	19	1	2	5
5581	75	75	37	26	17	82	16	3	0	16
5582	71	70	37	30	6	86	20	3	1	7
5583	73	79	31	26	15	81	12	1	2	8
5584	2	79	36	28	11	4	15	31	37	30
5585	75	97	34	30	4	87	15	4	2	7
5586	73	93	34	29	4	86	13	4	1	4
5587	71	97	32	29	7	83	19	4	2	19
5588	74	98	32	29	8	89	17	1	1	6
5589	72	91	33	29	1	83	16	2	0	18
5590	21	79	35	27	19	38	55	11	1	53
5591	71	63	36	29	8	86	12	2	2	7
5592	74	96	33	27	16	82	19	4	2	11
5593	74	89	35	27	18	90	12	1	2	10
5594	23	64	32	29	5	31	60	11	9	60
5595	74	75	35	27	8	84	20	5	0	20
5596	71	70	34	26	5	83	20	2	2	1
5597	2	78	33	28	7	3	6	36	60	28
5598	23	68	33	29	19	39	53	19	8	59
5599	75	79	34	30	5	83	19	4	1	17
5600	22	87	32	26	2	34	62	8	5	56
5601	73	53	36	27	16	85	19	5	1	15
5602	22	87	32	29	2	32	53	7	1	51
5603	23	57	34	27	9	31	60	8	1	58
5604	0	98	32	30	9	1	5	37	38	7
5605	73	81	36	27	15	81	15	2	1	6
5606	75	72	37	30	1	87	15	5	1	12
5607	21	56	31	30	4	40	65	19	7	53
5608	21	63	33	28	8	36	51	7	2	53
5609	73	94	34	27	11	82	12	4	1	16
5610	75	87	36	29	15	86	19	4	1	6
5611	75	96	36	26	1	85	13	2	2	12
5612	74	66	37	26	2	88	18	5	0	7
5613	73	98	34	28	7	90	13	2	2	17
5614	71	69	33	30	11	89	16	2	1	10
5615	75	99	33	26	6	86	19	1	1	6
5616	2	95	31	30	12	3	6	36	55	11
